[
{3114162,0},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,21},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,20},
{10,24},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,25},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,33},
{10,32},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,29},
{10,30},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,31},
{10,33},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,34},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,36},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,40},
{10,48},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,57},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,51},
{10,49},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,47},
{10,56},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,58},
{10,61},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,63},
{10,66},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,67},
{10,72},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,79},
{10,76},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,68},
{10,74},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,80},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,76},
{10,81},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,83},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,86},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,91},
{10,90},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
{10,85},
